letter,bag,0.8480000000000001,1,1
letter,ada,0.06905,1,1
letter,forest,0.70405,1,1
letter,bag,0.8480000000000001,1,3
letter,ada,0.06905,1,3
letter,forest,0.7977000000000001,1,3
letter,bag,0.8480000000000001,1,5
letter,ada,0.06905,1,5
letter,forest,0.8199,1,5
letter,bag,0.8480000000000001,1,7
letter,ada,0.06905,1,7
letter,forest,0.8281000000000001,1,7
letter,bag,0.8480000000000001,1,9
letter,ada,0.06905,1,9
letter,forest,0.8332499999999999,1,9
letter,bag,0.8480000000000001,1,11
letter,ada,0.06905,1,11
letter,forest,0.8387500000000001,1,11
letter,bag,0.8480000000000001,1,13
letter,ada,0.06905,1,13
letter,forest,0.84535,1,13
letter,bag,0.8480000000000001,1,15
letter,ada,0.06905,1,15
letter,forest,0.8480500000000001,1,15
letter,bag,0.9271,11,1
letter,ada,0.23900000000000002,11,1
letter,forest,0.9055500000000001,11,1
letter,bag,0.9271,11,3
letter,ada,0.23900000000000002,11,3
letter,forest,0.94005,11,3
letter,bag,0.9271,11,5
letter,ada,0.23900000000000002,11,5
letter,forest,0.9393499999999999,11,5
letter,bag,0.9271,11,7
letter,ada,0.23900000000000002,11,7
letter,forest,0.94145,11,7
letter,bag,0.9271,11,9
letter,ada,0.23900000000000002,11,9
letter,forest,0.9413499999999999,11,9
letter,bag,0.9271,11,11
letter,ada,0.23900000000000002,11,11
letter,forest,0.93605,11,11
letter,bag,0.9271,11,13
letter,ada,0.23900000000000002,11,13
letter,forest,0.9327,11,13
letter,bag,0.9271,11,15
letter,ada,0.23900000000000002,11,15
letter,forest,0.9326000000000001,11,15
letter,bag,0.9378,21,1
letter,ada,0.27945000000000003,21,1
letter,forest,0.9303999999999999,21,1
letter,bag,0.9378,21,3
letter,ada,0.27945000000000003,21,3
letter,forest,0.9541000000000001,21,3
letter,bag,0.9378,21,5
letter,ada,0.27945000000000003,21,5
letter,forest,0.95405,21,5
letter,bag,0.9378,21,7
letter,ada,0.27945000000000003,21,7
letter,forest,0.95045,21,7
letter,bag,0.9378,21,9
letter,ada,0.27945000000000003,21,9
letter,forest,0.9489000000000001,21,9
letter,bag,0.9378,21,11
letter,ada,0.27945000000000003,21,11
letter,forest,0.94805,21,11
letter,bag,0.9378,21,13
letter,ada,0.27945000000000003,21,13
letter,forest,0.9446999999999999,21,13
letter,bag,0.9378,21,15
letter,ada,0.27945000000000003,21,15
letter,forest,0.94105,21,15
letter,bag,0.9405000000000001,31,1
letter,ada,0.283,31,1
letter,forest,0.93995,31,1
letter,bag,0.9405000000000001,31,3
letter,ada,0.283,31,3
letter,forest,0.9561999999999999,31,3
letter,bag,0.9405000000000001,31,5
letter,ada,0.283,31,5
letter,forest,0.958,31,5
letter,bag,0.9405000000000001,31,7
letter,ada,0.283,31,7
letter,forest,0.9532999999999999,31,7
letter,bag,0.9405000000000001,31,9
letter,ada,0.283,31,9
letter,forest,0.9538,31,9
letter,bag,0.9405000000000001,31,11
letter,ada,0.283,31,11
letter,forest,0.95055,31,11
letter,bag,0.9405000000000001,31,13
letter,ada,0.283,31,13
letter,forest,0.9495999999999999,31,13
letter,bag,0.9405000000000001,31,15
letter,ada,0.283,31,15
letter,forest,0.9410000000000001,31,15
letter,bag,0.94335,41,1
letter,ada,0.29025,41,1
letter,forest,0.9463000000000001,41,1
letter,bag,0.94335,41,3
letter,ada,0.29025,41,3
letter,forest,0.9609000000000002,41,3
letter,bag,0.94335,41,5
letter,ada,0.29025,41,5
letter,forest,0.9606,41,5
letter,bag,0.94335,41,7
letter,ada,0.29025,41,7
letter,forest,0.9576499999999999,41,7
letter,bag,0.94335,41,9
letter,ada,0.29025,41,9
letter,forest,0.9534499999999999,41,9
letter,bag,0.94335,41,11
letter,ada,0.29025,41,11
letter,forest,0.9538500000000001,41,11
letter,bag,0.94335,41,13
letter,ada,0.29025,41,13
letter,forest,0.94995,41,13
letter,bag,0.94335,41,15
letter,ada,0.29025,41,15
letter,forest,0.9452999999999999,41,15
letter,bag,0.94385,51,1
letter,ada,0.2929,51,1
letter,forest,0.94995,51,1
letter,bag,0.94385,51,3
letter,ada,0.2929,51,3
letter,forest,0.9616,51,3
letter,bag,0.94385,51,5
letter,ada,0.2929,51,5
letter,forest,0.9605500000000001,51,5
letter,bag,0.94385,51,7
letter,ada,0.2929,51,7
letter,forest,0.9601500000000002,51,7
letter,bag,0.94385,51,9
letter,ada,0.2929,51,9
letter,forest,0.95555,51,9
letter,bag,0.94385,51,11
letter,ada,0.2929,51,11
letter,forest,0.95525,51,11
letter,bag,0.94385,51,13
letter,ada,0.2929,51,13
letter,forest,0.95045,51,13
letter,bag,0.94385,51,15
letter,ada,0.2929,51,15
letter,forest,0.94665,51,15
letter,bag,0.9439,61,1
letter,ada,0.28829999999999995,61,1
letter,forest,0.9509000000000001,61,1
letter,bag,0.9439,61,3
letter,ada,0.28829999999999995,61,3
letter,forest,0.9616499999999999,61,3
letter,bag,0.9439,61,5
letter,ada,0.28829999999999995,61,5
letter,forest,0.9614499999999999,61,5
letter,bag,0.9439,61,7
letter,ada,0.28829999999999995,61,7
letter,forest,0.95985,61,7
letter,bag,0.9439,61,9
letter,ada,0.28829999999999995,61,9
letter,forest,0.9574,61,9
letter,bag,0.9439,61,11
letter,ada,0.28829999999999995,61,11
letter,forest,0.9548500000000001,61,11
letter,bag,0.9439,61,13
